Student Name,Phone Number,Email ID,Admission Type,Courses Taken,Tenth YOP,Tenth Percentage,Twelth YOP,Twelth Percentage,Degree Yop,Degree Stream,Degree Percentage,Masters Degree YOP,Masters Degree Stream,Masters Degree Percentage,Course_Enrollment_Date
Stud_22055,8464332416,Stud_22055@gmail.com,INC,Python Selenium,2017,85.9,2019,77.9,2023,BE,85.74,2025,MTech,77.0,2025-01-25
Stud_22056,7391788510,Stud_22056@gmail.com,PAID,Python Data Science,2019,85.4,2021,68.83,2024,BBA,73.29,2026,MTech,65.0,2026-05-16
Stud_22057,6307587226,Stud_22057@gmail.com,INC,Python Selenium,2017,80.75,2019,87.27,2022,BBA,93.79,2024,ME,98.0,2024-01-10
Stud_22058,9477493758,Stud_22058@gmail.com,INC,Python Data Science,2019,87.46,2021,76.19,2024,BCA,60.16,2026,MTech,97.0,2026-06-22
Stud_22059,8999859567,Stud_22059@gmail.com,PAID,Python FullStack Development,2017,88.56,2019,80.53,2022,Bsc,97.62,2024,ME,50.0,2024-06-03
Stud_22060,7443716131,Stud_22060@gmail.com,INC,Python Data Science,2020,98.63,2022,84.6,2025,BCA,67.18,2027,ME,48.0,2026-12-05
Stud_22061,7866572544,Stud_22061@gmail.com,INC,Python FullStack Development,2019,81.7,2021,82.21,2024,BBA,81.49,2026,ME,53.0,2026-07-08
Stud_22062,8231756564,Stud_22062@gmail.com,INC,Python Data Science,2017,94.08,2019,94.83,2022,BBA,67.9,2024,ME,52.0,2024-12-13
Stud_22063,6442697088,Stud_22063@gmail.com,PAID,Python FullStack Development,2020,67.84,2022,92.15,2025,BCA,88.61,2027,ME,86.0,2026-01-17
Stud_22064,6195240231,Stud_22064@gmail.com,PAID,Python Data Science,2018,67.65,2020,68.8,2023,Bcom,93.44,2025,MTech,57.0,2025-09-06
Stud_22065,8539418642,Stud_22065@gmail.com,INC,Python Selenium,2019,82.42,2021,83.61,2024,Bsc,93.54,0,,,2024-09-05
Stud_22066,7799765339,Stud_22066@gmail.com,PAID,Python FullStack Development,2017,65.41,2019,92.47,2023,BE,90.66,2025,ME,82.0,2025-03-17
Stud_22067,8502241932,Stud_22067@gmail.com,INC,Python Data Analytics,2017,93.11,2019,97.13,2023,BE,96.55,2025,MCA,95.0,2025-10-10
Stud_22068,9717955235,Stud_22068@gmail.com,INC,Python FullStack Development,2020,66.15,2022,69.12,2025,BCA,88.04,0,,,2025-07-19
Stud_22069,8490359807,Stud_22069@gmail.com,PAID,Python Selenium,2020,64.59,2022,60.57,2026,BE,89.4,2028,MTech,63.0,2026-03-27
Stud_22070,7684057429,Stud_22070@gmail.com,PAID,Python Data Science,2018,80.49,2020,75.75,2023,Bsc,78.09,0,,,2023-07-18
Stud_22071,6073017266,Stud_22071@gmail.com,INC,Python Selenium,2020,70.33,2022,88.42,2025,Bcom,75.15,2027,MTech,49.0,2026-05-23
Stud_22072,9131534420,Stud_22072@gmail.com,INC,Python Data Science,2020,90.52,2022,77.06,2026,BE,87.73,0,,,2026-04-05
Stud_22073,8787495315,Stud_22073@gmail.com,PAID,Python Data Science,2020,84.57,2022,89.63,2026,BTech,76.32,2028,ME,68.0,2026-02-18
Stud_22074,7219823270,Stud_22074@gmail.com,INC,Python Selenium,2020,69.07,2022,83.96,2025,BBA,83.73,2027,MTech,77.0,2026-02-11
Stud_22075,7988254015,Stud_22075@gmail.com,PAID,Python Data Science,2017,67.64,2019,92.79,2022,BCA,89.06,2024,MTech,53.0,2024-02-15
Stud_22076,9228640725,Stud_22076@gmail.com,INC,Python Selenium,2018,72.56,2020,64.27,2024,BE,85.54,2026,MTech,68.0,2026-04-01
Stud_22077,6135411553,Stud_22077@gmail.com,INC,Python FullStack Development,2019,61.3,2021,91.13,2024,BBA,78.57,2026,ME,94.0,2026-03-10
Stud_22078,6022790897,Stud_22078@gmail.com,PAID,Python Selenium,2019,65.37,2021,89.53,2025,BTech,69.11,0,,,2025-04-23
Stud_22079,8072273062,Stud_22079@gmail.com,PAID,Python Selenium,2019,67.94,2021,94.46,2024,Bcom,60.69,2026,MTech,36.0,2026-01-18
Stud_22080,8839327996,Stud_22080@gmail.com,INC,Python FullStack Development,2020,81.24,2022,81.03,2026,BTech,89.46,2028,MTech,85.0,2026-11-15
Stud_22081,6137592404,Stud_22081@gmail.com,PAID,Python Data Science,2018,70.97,2020,95.95,2023,Bsc,92.14,2025,MCA,81.0,2025-12-03
Stud_22082,9349990207,Stud_22082@gmail.com,PAID,Python Data Science,2019,96.07,2021,66.01,2025,BTech,86.34,2027,MCA,76.0,2026-06-01
Stud_22083,6853351274,Stud_22083@gmail.com,PAID,Python Data Science,2018,70.29,2020,82.65,2024,BTech,83.37,2026,ME,56.0,2026-06-03
Stud_22084,7807234138,Stud_22084@gmail.com,PAID,Python Data Science,2019,84.01,2021,66.13,2024,BBA,70.61,2026,MTech,58.0,2026-03-04
Stud_22085,8484210575,Stud_22085@gmail.com,PAID,Python FullStack Development,2017,71.1,2019,70.09,2022,Bcom,63.36,2024,MCA,49.0,2024-05-20
Stud_22086,8970260675,Stud_22086@gmail.com,PAID,Python Selenium,2018,69.77,2020,69.06,2024,BTech,76.03,2026,MCA,93.0,2026-10-17
Stud_22087,9162619949,Stud_22087@gmail.com,INC,Python Data Analytics,2018,74.27,2020,90.5,2023,BCA,70.17,0,,,2023-10-01
Stud_22088,7762183882,Stud_22088@gmail.com,INC,Python FullStack Development,2017,62.16,2019,63.95,2022,Bsc,92.24,2024,MCA,91.0,2024-07-22
Stud_22089,6416811755,Stud_22089@gmail.com,INC,Python Selenium,2017,91.47,2019,74.83,2022,Bcom,75.55,0,,,2022-07-19
Stud_22090,8542111570,Stud_22090@gmail.com,INC,Python FullStack Development,2019,96.2,2021,61.79,2024,Bcom,70.56,2026,ME,60.0,2026-04-25
Stud_22091,9240640383,Stud_22091@gmail.com,PAID,Python Selenium,2020,62.66,2022,75.62,2025,Bcom,86.99,2027,MTech,83.0,2026-02-20
Stud_22092,8036132059,Stud_22092@gmail.com,PAID,Python Data Science,2020,69.33,2022,95.28,2026,BE,76.09,2028,MCA,65.0,2026-10-18
Stud_22093,8924631315,Stud_22093@gmail.com,PAID,Python Data Analytics,2017,97.47,2019,76.67,2022,Bsc,71.56,2024,MCA,45.0,2024-11-22
Stud_22094,6915560998,Stud_22094@gmail.com,PAID,Python Data Science,2018,97.75,2020,86.59,2023,BCA,80.87,2025,MCA,40.0,2025-01-15
Stud_22095,7317620705,Stud_22095@gmail.com,INC,Python Data Analytics,2017,79.75,2019,63.39,2023,BE,67.13,2025,ME,38.0,2025-12-06
Stud_22096,6233019993,Stud_22096@gmail.com,INC,Python Selenium,2019,64.94,2021,92.98,2024,BBA,78.88,2026,ME,64.0,2026-06-16
Stud_22097,7592183594,Stud_22097@gmail.com,INC,Python Selenium,2017,64.48,2019,81.54,2022,Bcom,97.97,2024,MTech,93.0,2024-04-12
Stud_22098,7207565597,Stud_22098@gmail.com,PAID,Python Selenium,2020,66.64,2022,95.81,2025,Bsc,84.44,2027,MCA,44.0,2026-08-07
Stud_22099,7990362134,Stud_22099@gmail.com,INC,Python FullStack Development,2018,80.12,2020,66.58,2023,Bsc,87.57,2025,ME,86.0,2025-08-05
Stud_22100,7643590250,Stud_22100@gmail.com,INC,Python Selenium,2019,87.58,2021,65.25,2024,BBA,96.11,0,,,2024-10-21
Stud_22101,9847662726,Stud_22101@gmail.com,INC,Python Data Analytics,2018,61.65,2020,84.45,2023,BBA,70.89,2025,MCA,86.0,2025-03-19
Stud_22102,8536960922,Stud_22102@gmail.com,INC,Python Data Analytics,2019,92.47,2021,74.85,2024,BCA,95.99,2026,MCA,89.0,2026-01-08
Stud_22103,6744978238,Stud_22103@gmail.com,PAID,Python FullStack Development,2018,64.65,2020,87.16,2023,Bsc,95.21,2025,MTech,41.0,2025-07-02
Stud_22104,8935925583,Stud_22104@gmail.com,PAID,Python Data Science,2019,84.32,2021,64.16,2024,Bsc,80.04,2026,MCA,96.0,2026-04-22
Stud_22105,6235669338,Stud_22105@gmail.com,PAID,Python Data Analytics,2018,83.72,2020,87.1,2023,Bcom,82.16,2025,MTech,48.0,2025-08-10
Stud_22106,7941052609,Stud_22106@gmail.com,INC,Python Selenium,2017,71.1,2019,94.07,2022,Bcom,66.23,0,,,2022-08-02
Stud_22107,9392652370,Stud_22107@gmail.com,PAID,Python Data Analytics,2020,63.88,2022,83.41,2026,BE,75.16,2028,ME,55.0,2026-07-13
Stud_22108,9142423191,Stud_22108@gmail.com,PAID,Python FullStack Development,2019,60.67,2021,83.68,2024,BBA,98.26,2026,ME,88.0,2026-01-13
Stud_22109,7116768740,Stud_22109@gmail.com,INC,Python Selenium,2017,94.3,2019,68.61,2023,BTech,73.56,2025,ME,85.0,2025-12-04
Stud_22110,6716172535,Stud_22110@gmail.com,INC,Python Data Science,2019,98.93,2021,95.48,2024,Bcom,66.92,0,,,2024-11-03
Stud_22111,8349524557,Stud_22111@gmail.com,PAID,Python FullStack Development,2020,60.17,2022,71.44,2026,BTech,84.26,2028,MTech,72.0,2026-07-23
Stud_22112,6367483062,Stud_22112@gmail.com,INC,Python Data Science,2020,72.57,2022,73.08,2026,BTech,92.33,2028,MTech,64.0,2026-02-18
Stud_22113,7261072285,Stud_22113@gmail.com,INC,Python FullStack Development,2018,62.67,2020,82.19,2023,Bsc,80.11,2025,ME,51.0,2025-07-11
Stud_22114,7882015790,Stud_22114@gmail.com,INC,Python FullStack Development,2018,61.33,2020,88.23,2023,Bsc,67.45,2025,ME,65.0,2025-12-23
Stud_22115,8224688856,Stud_22115@gmail.com,INC,Python FullStack Development,2019,84.41,2021,82.42,2025,BE,78.81,0,,,2025-10-12
Stud_22116,8439763181,Stud_22116@gmail.com,INC,Python FullStack Development,2018,71.41,2020,75.67,2023,BBA,67.12,2025,ME,62.0,2025-02-02
Stud_22117,6480589283,Stud_22117@gmail.com,INC,Python FullStack Development,2017,76.84,2019,95.46,2022,Bsc,64.23,2024,MCA,50.0,2024-06-09
Stud_22118,9066667425,Stud_22118@gmail.com,PAID,Python Selenium,2020,62.68,2022,65.05,2026,BTech,86.86,0,,,2026-05-19
Stud_22119,8022271955,Stud_22119@gmail.com,PAID,Python Data Science,2020,81.01,2022,81.33,2025,Bcom,83.98,2027,ME,37.0,2026-11-24
Stud_22120,8356372133,Stud_22120@gmail.com,PAID,Python Data Analytics,2017,61.26,2019,82.26,2023,BTech,75.48,2025,MCA,63.0,2025-11-09
Stud_22121,8784953430,Stud_22121@gmail.com,INC,Python Data Analytics,2019,97.52,2021,62.26,2024,Bsc,77.37,2026,MCA,42.0,2026-04-14
Stud_22122,9264428584,Stud_22122@gmail.com,PAID,Python Selenium,2017,98.55,2019,98.66,2023,BE,77.85,2025,MTech,43.0,2025-03-23
Stud_22123,6160696498,Stud_22123@gmail.com,PAID,Python Data Analytics,2019,74.75,2021,81.98,2024,Bcom,73.15,0,,,2024-09-16
Stud_22124,6333939435,Stud_22124@gmail.com,INC,Python Data Science,2018,81.46,2020,96.89,2024,BTech,82.04,2026,MTech,81.0,2026-01-19
Stud_22125,9468575050,Stud_22125@gmail.com,INC,Python Selenium,2019,72.21,2021,66.58,2024,Bcom,62.28,2026,MCA,90.0,2026-08-09
Stud_22126,6811612818,Stud_22126@gmail.com,INC,Python Selenium,2017,66.02,2019,96.62,2022,Bcom,62.3,0,,,2022-03-04
Stud_22127,7539351105,Stud_22127@gmail.com,INC,Python FullStack Development,2017,85.59,2019,72.47,2023,BE,78.8,2025,MCA,91.0,2025-03-08
Stud_22128,7116999562,Stud_22128@gmail.com,PAID,Python Data Science,2017,83.18,2019,97.28,2022,Bcom,94.56,0,,,2022-05-12
Stud_22129,7627864728,Stud_22129@gmail.com,PAID,Python Selenium,2018,89.49,2020,86.63,2023,Bcom,83.62,0,,,2023-03-06
Stud_22130,6372138260,Stud_22130@gmail.com,INC,Python FullStack Development,2019,93.43,2021,61.92,2025,BTech,71.61,2027,MTech,57.0,2026-08-12
Stud_22131,7383710519,Stud_22131@gmail.com,PAID,Python Data Analytics,2018,67.63,2020,77.81,2024,BE,66.15,2026,MTech,35.0,2026-11-28
Stud_22132,7546360199,Stud_22132@gmail.com,INC,Python Selenium,2018,67.24,2020,64.77,2023,BCA,79.76,2025,ME,81.0,2025-06-14
Stud_22133,9267331966,Stud_22133@gmail.com,INC,Python Data Science,2020,69.34,2022,70.16,2026,BTech,82.28,2028,MTech,53.0,2026-05-08
Stud_22134,7706695555,Stud_22134@gmail.com,PAID,Python Data Science,2020,77.95,2022,88.9,2025,BBA,74.17,2027,ME,71.0,2026-08-16
Stud_22135,6430909414,Stud_22135@gmail.com,PAID,Python Data Science,2018,80.92,2020,93.52,2024,BE,95.32,2026,ME,93.0,2026-05-14
Stud_22136,9421212127,Stud_22136@gmail.com,PAID,Python Data Science,2017,85.34,2019,73.24,2022,Bcom,74.56,2024,ME,90.0,2024-11-07
Stud_22137,7202108588,Stud_22137@gmail.com,PAID,Python Selenium,2017,88.02,2019,91.18,2022,Bsc,67.57,2024,MCA,92.0,2024-11-20
Stud_22138,6406094758,Stud_22138@gmail.com,PAID,Python FullStack Development,2020,61.91,2022,74.6,2026,BE,79.17,2028,MCA,38.0,2026-08-03
Stud_22139,7625103833,Stud_22139@gmail.com,INC,Python Data Analytics,2018,95.16,2020,95.86,2024,BE,83.49,2026,MCA,71.0,2026-03-25
Stud_22140,9021430831,Stud_22140@gmail.com,INC,Python Data Analytics,2019,65.33,2021,80.18,2024,Bcom,86.94,2026,ME,55.0,2026-07-05
Stud_22141,9703302584,Stud_22141@gmail.com,PAID,Python FullStack Development,2020,90.74,2022,93.42,2025,BBA,77.32,2027,MTech,95.0,2026-03-15
Stud_22142,8799719468,Stud_22142@gmail.com,INC,Python Data Science,2020,78.46,2022,78.5,2025,BCA,68.71,0,,,2025-11-06
Stud_22143,9681800077,Stud_22143@gmail.com,PAID,Python Selenium,2020,69.21,2022,67.32,2025,BCA,79.34,2027,MTech,62.0,2026-01-28
Stud_22144,8525554753,Stud_22144@gmail.com,INC,Python Data Analytics,2020,85.77,2022,83.47,2025,Bcom,64.16,2027,MCA,65.0,2026-08-20
Stud_22145,8469730595,Stud_22145@gmail.com,INC,Python FullStack Development,2018,70.74,2020,87.14,2023,BBA,93.4,2025,MTech,85.0,2025-04-09
Stud_22146,9625848584,Stud_22146@gmail.com,INC,Python Selenium,2020,82.47,2022,69.63,2025,Bcom,92.01,0,,,2025-11-12
Stud_22147,8446674132,Stud_22147@gmail.com,PAID,Python Selenium,2020,98.13,2022,98.9,2026,BE,70.62,0,,,2026-01-28
Stud_22148,8993051278,Stud_22148@gmail.com,PAID,Python FullStack Development,2019,88.08,2021,84.3,2025,BTech,90.9,0,,,2025-09-12
Stud_22149,9498614318,Stud_22149@gmail.com,PAID,Python Selenium,2017,79.4,2019,80.06,2022,BBA,96.14,0,,,2022-09-22
Stud_22150,8859054474,Stud_22150@gmail.com,PAID,Python Selenium,2020,92.2,2022,60.85,2026,BTech,93.31,2028,MCA,74.0,2026-09-13
Stud_22151,9645290621,Stud_22151@gmail.com,INC,Python Data Analytics,2017,89.22,2019,92.5,2023,BE,60.22,0,,,2023-01-08
Stud_22152,9558504697,Stud_22152@gmail.com,PAID,Python Data Analytics,2018,68.53,2020,79.73,2024,BE,61.66,2026,MTech,67.0,2026-05-27
Stud_22153,8718863793,Stud_22153@gmail.com,PAID,Python Data Analytics,2020,74.61,2022,97.17,2025,Bsc,85.65,2027,MTech,88.0,2026-07-15
Stud_22154,8792079310,Stud_22154@gmail.com,PAID,Python Data Science,2017,71.91,2019,85.21,2022,Bsc,98.9,2024,MTech,61.0,2024-04-19
Stud_22155,7983632223,Stud_22155@gmail.com,PAID,Python Data Analytics,2019,72.66,2021,67.32,2024,Bcom,84.36,2026,MTech,49.0,2026-12-18
Stud_22156,9841752482,Stud_22156@gmail.com,INC,Python FullStack Development,2017,76.04,2019,95.19,2022,BCA,67.86,0,,,2022-11-06
Stud_22157,8544182685,Stud_22157@gmail.com,PAID,Python Selenium,2017,98.22,2019,71.36,2023,BE,89.54,2025,ME,45.0,2025-10-28
Stud_22158,8126683712,Stud_22158@gmail.com,INC,Python Data Analytics,2018,92.93,2020,62.97,2024,BTech,98.23,0,,,2024-09-15
Stud_22159,6377942559,Stud_22159@gmail.com,INC,Python Selenium,2019,83.07,2021,80.18,2024,BBA,66.09,0,,,2024-08-10
Stud_22160,7237953909,Stud_22160@gmail.com,PAID,Python FullStack Development,2018,66.85,2020,63.62,2024,BE,60.99,2026,MCA,70.0,2026-08-06
Stud_22161,6752592649,Stud_22161@gmail.com,PAID,Python Data Science,2019,67.56,2021,95.2,2024,BBA,73.74,2026,MCA,43.0,2026-05-10
Stud_22162,8971340152,Stud_22162@gmail.com,INC,Python Data Analytics,2017,82.02,2019,60.01,2023,BE,95.48,2025,ME,59.0,2025-06-10
Stud_22163,8358995909,Stud_22163@gmail.com,INC,Python Data Analytics,2019,92.59,2021,69.95,2025,BTech,84.4,2027,ME,48.0,2026-06-09
Stud_22164,6433031438,Stud_22164@gmail.com,INC,Python Selenium,2019,86.27,2021,85.75,2024,Bcom,96.14,2026,MTech,76.0,2026-02-27
Stud_22165,9449594613,Stud_22165@gmail.com,PAID,Python Selenium,2018,75.28,2020,80.48,2023,Bcom,96.52,2025,MCA,46.0,2025-05-16
Stud_22166,7333859792,Stud_22166@gmail.com,INC,Python FullStack Development,2017,71.52,2019,82.19,2022,Bcom,66.89,2024,MCA,65.0,2024-01-04
Stud_22167,9266781791,Stud_22167@gmail.com,INC,Python FullStack Development,2019,67.47,2021,63.35,2025,BTech,85.97,2027,MCA,80.0,2026-01-03
Stud_22168,7015649752,Stud_22168@gmail.com,PAID,Python Data Analytics,2019,93.9,2021,91.23,2025,BE,68.97,2027,ME,90.0,2026-02-04
Stud_22169,8227644634,Stud_22169@gmail.com,INC,Python Data Analytics,2019,72.45,2021,64.76,2024,BCA,93.73,2026,MTech,35.0,2026-10-25
Stud_22170,8146373596,Stud_22170@gmail.com,PAID,Python Data Science,2020,98.15,2022,78.42,2025,BCA,86.0,0,,,2025-11-28
Stud_22171,6501381882,Stud_22171@gmail.com,INC,Python FullStack Development,2019,78.7,2021,72.27,2024,Bsc,62.9,2026,MTech,58.0,2026-08-27
Stud_22172,8184180927,Stud_22172@gmail.com,INC,Python FullStack Development,2019,73.85,2021,64.29,2024,BCA,71.48,2026,ME,50.0,2026-05-28
Stud_22173,6198744881,Stud_22173@gmail.com,INC,Python Selenium,2017,69.72,2019,79.29,2023,BE,74.93,2025,ME,74.0,2025-12-10
Stud_22174,9105727203,Stud_22174@gmail.com,INC,Python Data Science,2019,70.05,2021,86.6,2024,BBA,88.94,2026,MCA,90.0,2026-04-18
Stud_22175,6537836749,Stud_22175@gmail.com,INC,Python Data Science,2018,75.48,2020,65.27,2023,Bcom,96.61,2025,MCA,88.0,2025-03-11
Stud_22176,6181893851,Stud_22176@gmail.com,PAID,Python Data Science,2018,83.27,2020,98.96,2024,BE,75.67,2026,ME,95.0,2026-06-18
Stud_22177,7576391425,Stud_22177@gmail.com,PAID,Python FullStack Development,2020,64.13,2022,86.81,2026,BTech,80.1,2028,ME,68.0,2026-02-20
Stud_22178,6993101085,Stud_22178@gmail.com,INC,Python FullStack Development,2020,67.85,2022,81.89,2026,BE,66.25,2028,MCA,81.0,2026-07-03
Stud_22179,8180740511,Stud_22179@gmail.com,PAID,Python FullStack Development,2019,60.26,2021,70.77,2024,Bsc,87.72,2026,MCA,70.0,2026-04-10
Stud_22180,8621761552,Stud_22180@gmail.com,PAID,Python Selenium,2018,75.37,2020,83.37,2023,Bsc,96.32,2025,MCA,41.0,2025-01-03
Stud_22181,7185337330,Stud_22181@gmail.com,PAID,Python Data Science,2018,90.63,2020,67.76,2023,Bsc,70.81,2025,MCA,65.0,2025-08-23
Stud_22182,9312897828,Stud_22182@gmail.com,PAID,Python FullStack Development,2018,89.6,2020,95.39,2023,BBA,83.23,2025,MCA,70.0,2025-11-07
Stud_22183,8907597702,Stud_22183@gmail.com,PAID,Python FullStack Development,2018,66.85,2020,79.29,2023,BBA,70.43,2025,ME,70.0,2025-05-04
Stud_22184,8718383672,Stud_22184@gmail.com,PAID,Python Data Analytics,2019,66.63,2021,67.83,2025,BE,61.22,2027,ME,45.0,2026-01-01
Stud_22185,7072459606,Stud_22185@gmail.com,PAID,Python Data Analytics,2017,77.08,2019,69.5,2022,BBA,69.62,0,,,2022-01-26
Stud_22186,9059904330,Stud_22186@gmail.com,PAID,Python FullStack Development,2020,69.65,2022,87.66,2025,BCA,66.21,2027,ME,61.0,2026-09-13
Stud_22187,6672577611,Stud_22187@gmail.com,PAID,Python Selenium,2017,71.97,2019,71.32,2023,BE,83.85,2025,MTech,45.0,2025-11-20
Stud_22188,6558564006,Stud_22188@gmail.com,PAID,Python Data Analytics,2018,66.11,2020,78.3,2023,Bsc,60.53,0,,,2023-07-28
Stud_22189,8540169090,Stud_22189@gmail.com,PAID,Python Data Science,2020,65.86,2022,90.21,2025,BCA,81.58,2027,ME,58.0,2026-03-14
Stud_22190,9485416999,Stud_22190@gmail.com,INC,Python Selenium,2018,65.57,2020,67.1,2024,BTech,75.25,2026,MTech,57.0,2026-03-21
Stud_22191,7391804006,Stud_22191@gmail.com,INC,Python Data Science,2018,89.13,2020,73.59,2024,BTech,89.6,2026,MTech,40.0,2026-09-01
Stud_22192,7155039156,Stud_22192@gmail.com,INC,Python FullStack Development,2020,65.32,2022,90.08,2025,BBA,61.99,2027,MTech,89.0,2026-06-13
Stud_22193,8640454613,Stud_22193@gmail.com,PAID,Python Selenium,2020,87.55,2022,77.02,2025,Bcom,92.56,2027,MCA,41.0,2026-01-23
Stud_22194,8154876270,Stud_22194@gmail.com,INC,Python Selenium,2020,72.86,2022,80.9,2026,BTech,83.28,0,,,2026-07-12
Stud_22195,7670323512,Stud_22195@gmail.com,INC,Python Data Science,2019,76.83,2021,69.02,2024,Bsc,66.43,2026,MTech,91.0,2026-11-07
Stud_22196,8492061549,Stud_22196@gmail.com,PAID,Python FullStack Development,2018,76.98,2020,64.18,2023,Bsc,84.73,2025,MCA,68.0,2025-03-13
Stud_22197,7033712084,Stud_22197@gmail.com,INC,Python FullStack Development,2018,73.05,2020,76.55,2023,Bcom,91.13,2025,MCA,35.0,2025-03-27
Stud_22198,9478816181,Stud_22198@gmail.com,INC,Python Data Science,2019,79.97,2021,83.66,2024,Bcom,82.5,0,,,2024-10-14
Stud_22199,7793429239,Stud_22199@gmail.com,INC,Python Data Analytics,2019,77.86,2021,88.99,2025,BE,93.22,0,,,2025-01-18
Stud_22200,8069877577,Stud_22200@gmail.com,INC,Python Data Analytics,2018,94.33,2020,83.93,2023,Bsc,75.46,2025,MTech,69.0,2025-09-25
Stud_22201,8067559704,Stud_22201@gmail.com,INC,Python Data Science,2020,68.7,2022,87.13,2026,BE,95.87,2028,MTech,66.0,2026-01-03
Stud_22202,8557958995,Stud_22202@gmail.com,PAID,Python Data Science,2017,76.77,2019,65.28,2022,Bcom,88.61,0,,,2022-09-15
Stud_22203,6775912720,Stud_22203@gmail.com,PAID,Python FullStack Development,2020,82.92,2022,60.11,2025,Bsc,67.64,2027,ME,79.0,2026-07-28
Stud_22204,6926739982,Stud_22204@gmail.com,PAID,Python Selenium,2019,63.11,2021,68.57,2025,BTech,97.65,2027,MTech,79.0,2026-10-26
Stud_22205,6830310595,Stud_22205@gmail.com,PAID,Python Selenium,2018,69.56,2020,96.56,2023,BBA,96.03,0,,,2023-08-27
Stud_22206,7736383362,Stud_22206@gmail.com,PAID,Python Selenium,2017,64.93,2019,87.08,2022,BCA,66.19,2024,MCA,71.0,2024-03-01
Stud_22207,9075726056,Stud_22207@gmail.com,INC,Python Data Science,2017,61.43,2019,86.34,2022,BCA,97.08,2024,MCA,39.0,2024-08-05
Stud_22208,8728807236,Stud_22208@gmail.com,INC,Python Data Science,2017,63.35,2019,74.08,2022,BCA,94.35,2024,MCA,38.0,2024-10-18
Stud_22209,9373495193,Stud_22209@gmail.com,PAID,Python Data Analytics,2018,92.46,2020,72.35,2023,BBA,86.81,2025,MTech,59.0,2025-05-14
Stud_22210,8131190716,Stud_22210@gmail.com,INC,Python FullStack Development,2018,64.91,2020,63.22,2023,Bsc,80.26,0,,,2023-10-04
Stud_22211,7880044799,Stud_22211@gmail.com,INC,Python Data Analytics,2019,96.86,2021,71.52,2024,BBA,74.78,2026,ME,77.0,2026-02-11
Stud_22212,7397738396,Stud_22212@gmail.com,PAID,Python Selenium,2018,70.32,2020,73.83,2023,Bcom,85.05,0,,,2023-07-12
Stud_22213,8087647280,Stud_22213@gmail.com,INC,Python FullStack Development,2018,93.22,2020,83.68,2023,BBA,74.76,2025,MTech,54.0,2025-11-14
Stud_22214,8750649630,Stud_22214@gmail.com,INC,Python Data Science,2020,65.36,2022,69.64,2025,Bsc,97.77,0,,,2025-05-03
Stud_22215,8182584616,Stud_22215@gmail.com,INC,Python FullStack Development,2017,83.18,2019,89.33,2022,Bcom,66.49,2024,MTech,37.0,2024-04-11
Stud_22216,6574388008,Stud_22216@gmail.com,PAID,Python Data Science,2020,85.5,2022,92.73,2026,BTech,85.36,0,,,2026-02-01
Stud_22217,6567274948,Stud_22217@gmail.com,PAID,Python Data Analytics,2017,91.98,2019,63.85,2022,BBA,97.55,2024,ME,81.0,2024-01-10
Stud_22218,7002614522,Stud_22218@gmail.com,INC,Python Data Analytics,2020,87.42,2022,84.39,2025,Bcom,80.66,0,,,2025-06-23
Stud_22219,9647868645,Stud_22219@gmail.com,INC,Python Data Analytics,2019,61.33,2021,71.07,2024,BCA,67.11,2026,MCA,75.0,2026-07-25
Stud_22220,9433483910,Stud_22220@gmail.com,PAID,Python Selenium,2020,72.03,2022,70.01,2026,BE,68.71,2028,MCA,63.0,2026-08-26
Stud_22221,9902334374,Stud_22221@gmail.com,PAID,Python Data Science,2020,73.44,2022,96.33,2026,BE,80.12,2028,MTech,66.0,2026-09-17
Stud_22222,9410718307,Stud_22222@gmail.com,INC,Python Data Analytics,2020,79.77,2022,78.38,2026,BE,68.74,2028,MCA,64.0,2026-12-16
Stud_22223,6414265217,Stud_22223@gmail.com,INC,Python Data Analytics,2019,83.79,2021,89.28,2025,BE,77.67,2027,ME,82.0,2026-08-07
Stud_22224,9235595346,Stud_22224@gmail.com,PAID,Python Data Analytics,2017,69.74,2019,66.31,2022,Bcom,64.63,2024,MTech,40.0,2024-06-16
Stud_22225,8621707470,Stud_22225@gmail.com,INC,Python Data Science,2017,93.4,2019,87.95,2022,BBA,72.48,0,,,2022-04-23
Stud_22226,6531204141,Stud_22226@gmail.com,PAID,Python Data Science,2017,96.43,2019,62.88,2023,BTech,65.49,2025,MTech,45.0,2025-09-01
Stud_22227,8611365441,Stud_22227@gmail.com,INC,Python Data Analytics,2018,98.49,2020,64.71,2023,BBA,88.86,0,,,2023-08-22
Stud_22228,7458223902,Stud_22228@gmail.com,PAID,Python Data Science,2017,70.71,2019,87.95,2023,BE,92.56,2025,MTech,73.0,2025-02-08
Stud_22229,6297364535,Stud_22229@gmail.com,PAID,Python FullStack Development,2018,69.85,2020,79.53,2023,BBA,62.56,2025,ME,96.0,2025-08-17
Stud_22230,9493336132,Stud_22230@gmail.com,PAID,Python FullStack Development,2019,73.71,2021,87.61,2025,BE,90.01,0,,,2025-03-21
Stud_22231,7327946773,Stud_22231@gmail.com,PAID,Python Data Science,2020,86.79,2022,75.25,2025,Bsc,91.63,2027,MCA,76.0,2026-12-16
Stud_22232,7552091444,Stud_22232@gmail.com,INC,Python Selenium,2019,93.19,2021,75.23,2025,BE,91.06,2027,ME,57.0,2026-08-02
